post_id,platform,text_length,language,topic,sentiment,likes,shares,hate_speech,spam,verified,follower_count
POST0001908,LinkedIn,53,en-ta,technology,neutral,99,2,0,0,0,2150
POST0001909,Twitter,22,en,finance,positive,5,26,0,0,0,728
POST0001910,Instagram,147,en,politics,negative,23,0,0,0,0,18
POST0001911,Instagram,152,en,finance,positive,58,7,0,0,0,749
POST0001912,Instagram,40,en,health,positive,104,16,0,0,1,822
POST0001913,LinkedIn,58,en,technology,positive,42,0,0,0,0,168
POST0001914,Facebook,397,unknown,technology,negative,89,0,0,0,0,38
POST0001915,Facebook,128,en,finance,mixed,14,1,0,0,0,107
POST0001916,LinkedIn,90,en,politics,mixed,8,7,0,0,1,3024
POST0001917,LinkedIn,328,en,technology,positive,159,1,0,0,1,1848
POST0001918,LinkedIn,24,en,sports,negative,0,2,0,0,0,2849
POST0001919,Instagram,17,en,sports,positive,8,0,0,0,0,1261
POST0001920,Twitter,102,en,politics,positive,12,3,0,0,0,64
POST0001921,Facebook,176,en,politics,neutral,28,0,0,0,1,14
POST0001922,LinkedIn,22,en-hi,finance,positive,121,0,1,0,0,354
POST0001923,LinkedIn,31,en,politics,neutral,30,3,0,1,0,2782
POST0001924,Instagram,169,en,finance,mixed,12,15,0,0,0,3017
POST0001925,Facebook,35,en,politics,negative,106,4,0,0,0,51
POST0001926,Twitter,73,unknown,sports,negative,35,1,0,0,0,782
POST0001927,Twitter,106,en,technology,positive,26,20,0,0,0,93
POST0001928,Instagram,193,en,politics,positive,494,1,0,0,0,233
POST0001929,Twitter,70,en,politics,neutral,139,2,0,0,0,31
POST0001930,Instagram,133,en-hi,politics,positive,4059,28,0,0,0,1653
POST0001931,Instagram,33,en,sports,negative,0,1,0,0,0,1108
POST0001932,LinkedIn,144,en,health,neutral,267,0,0,0,0,37
POST0001933,LinkedIn,43,en,politics,negative,391,12,0,0,0,214
POST0001934,Twitter,29,en,sports,positive,5,0,0,0,0,18
POST0001935,Twitter,469,en,technology,positive,15,30,0,0,0,13
POST0001936,Twitter,389,en,sports,negative,23,0,0,0,0,29
POST0001937,Instagram,101,en,politics,positive,8,3,0,1,0,416
POST0001938,Facebook,310,en,technology,mixed,10,0,0,1,0,144
POST0001939,Instagram,69,en,sports,positive,14946,5,0,0,1,439
POST0001940,LinkedIn,80,unknown,finance,mixed,20,50,0,0,0,136
POST0001941,Instagram,78,en,politics,positive,65,0,1,0,0,1923
POST0001942,Instagram,43,en-ta,health,negative,42,0,0,1,0,196
POST0001943,Facebook,13,en,sports,positive,24,27,0,0,0,3603
POST0001944,LinkedIn,70,en,health,neutral,2,1,0,0,0,153
POST0001945,Twitter,255,en,sports,negative,138,2,0,0,0,1300
POST0001946,Twitter,112,en-hi,technology,positive,18,1,0,0,0,347
POST0001947,Twitter,172,en,health,negative,0,1,1,0,0,34
POST0001948,Instagram,123,en-hi,politics,mixed,27,0,0,0,0,8878
POST0001949,Instagram,45,unknown,health,positive,37,1,0,0,0,13580
POST0001950,Twitter,109,en,politics,neutral,204,0,0,0,0,345
POST0001951,Facebook,69,unknown,technology,neutral,1,20,0,0,0,255
POST0001952,Twitter,38,en,politics,positive,15,0,0,0,0,2625
POST0001953,Facebook,187,unknown,sports,positive,5,37,0,0,0,377
POST0001954,Facebook,31,en,politics,positive,3,10,0,0,0,1609
POST0001955,LinkedIn,53,en,health,negative,31,0,0,1,0,661
POST0001956,Twitter,500,en-hi,health,negative,8,0,0,0,0,559
POST0001957,Twitter,157,en-hi,sports,positive,55,1,0,0,1,109
POST0001958,Instagram,109,en,politics,positive,3,0,0,0,0,119
POST0001959,Facebook,15,en,politics,positive,15,0,0,0,0,3300
POST0001960,Instagram,81,en-hi,politics,neutral,35,14,0,0,1,7281
POST0001961,Facebook,35,en,finance,neutral,46,4,0,0,0,556
POST0001962,Instagram,84,en,finance,negative,29,31,0,0,0,5160
POST0001963,Twitter,77,en,health,positive,18,0,0,0,0,85
POST0001964,Twitter,45,en,health,negative,6,0,0,0,0,1173
POST0001965,Facebook,229,unknown,technology,mixed,481,0,0,0,0,242
POST0001966,Facebook,193,en-hi,politics,positive,30,23,0,0,0,422
POST0001967,LinkedIn,36,en-ta,health,positive,2,0,0,0,0,249
POST0001968,Instagram,317,en,technology,negative,0,71,0,1,0,262
POST0001969,Facebook,35,en,finance,positive,220,0,0,0,1,2
POST0001970,Instagram,340,en,health,neutral,1,8,0,0,0,30
POST0001971,Twitter,76,en,politics,positive,29,2,1,1,0,11
POST0001972,Twitter,65,en-ta,health,neutral,1,0,0,0,0,154
POST0001973,Twitter,296,en-hi,finance,neutral,26,0,0,0,0,48
POST0001974,Instagram,78,unknown,technology,positive,37,7,0,0,0,12
POST0001975,Facebook,216,en,technology,positive,99,2,0,0,0,52
POST0001976,Twitter,31,en,technology,negative,16,1,0,0,0,261
POST0001977,Instagram,92,en,politics,positive,16,1,0,0,0,155098
POST0001978,Twitter,131,en-hi,health,positive,2,3,0,0,0,300
POST0001979,Facebook,234,en,health,mixed,12,0,0,0,0,190
POST0001980,Twitter,159,en,technology,positive,21,0,0,0,0,24
POST0001981,Twitter,93,en,sports,neutral,21,0,0,0,0,45
POST0001982,Twitter,131,en-ta,finance,negative,14,10,0,0,0,2286
POST0001983,Instagram,50,en,health,positive,2,12,0,0,0,6932
POST0001984,Instagram,145,en,finance,positive,1,3,0,0,0,63
POST0001985,Twitter,131,unknown,politics,negative,409,3,0,0,0,559
POST0001986,Twitter,48,en,health,positive,65,0,0,0,0,66978
POST0001987,LinkedIn,99,en-hi,politics,positive,2247,0,0,0,0,17708
POST0001988,LinkedIn,166,en,politics,positive,44,1,0,0,0,660
POST0001989,Instagram,500,en,health,negative,76,2,0,0,0,59
POST0001990,Facebook,232,unknown,finance,neutral,3,2,0,0,0,53
POST0001991,Facebook,107,en,health,mixed,378,0,0,0,0,5
POST0001992,Instagram,113,en,technology,positive,0,19,0,0,0,388
POST0001993,Instagram,80,unknown,politics,positive,73,0,0,0,0,13393
POST0001994,Facebook,98,unknown,politics,mixed,25,0,0,0,0,99
POST0001995,Facebook,167,en,finance,positive,371,13,0,0,0,228
POST0001996,Facebook,164,unknown,technology,neutral,15,0,0,0,0,346
POST0001997,Instagram,84,en,sports,neutral,21,10,0,0,0,413
POST0001998,Facebook,37,en,finance,positive,0,0,0,0,0,65
POST0001999,Twitter,75,unknown,sports,neutral,0,1,0,0,1,296
POST0002000,Facebook,46,en,technology,positive,42,0,0,0,0,751
POST0002001,Twitter,34,en,politics,neutral,195,5,0,0,0,1024
POST0002002,Facebook,146,en-hi,technology,positive,35,0,0,0,0,798
POST0002003,Facebook,118,en-hi,technology,neutral,15,5,0,0,0,81
POST0002004,LinkedIn,43,en,finance,neutral,37,1,0,0,0,355
POST0002005,Instagram,69,en,politics,positive,29,0,0,1,0,753
POST0002006,Twitter,115,en,politics,negative,75,16,0,0,0,3250
POST0002007,Twitter,110,en,politics,positive,2,135,0,0,0,1154
POST0002008,Instagram,127,unknown,health,neutral,33,1,0,0,0,49
POST0002009,Facebook,48,en-ta,technology,negative,2,0,0,0,0,462
POST0002010,Twitter,119,en,politics,positive,182,2,0,0,0,905
POST0002011,Twitter,86,en-ta,health,positive,2,3,0,0,0,1053
POST0002012,Twitter,166,en,finance,positive,12,0,0,0,0,1366
POST0002013,Twitter,212,en-hi,health,mixed,66,0,0,0,0,1201
POST0002014,LinkedIn,500,en,finance,neutral,1,0,0,1,1,17
POST0002015,Twitter,256,en,sports,positive,3,0,0,1,0,53
POST0002016,Instagram,99,en,technology,negative,1754,49,0,0,1,4278
POST0002017,Instagram,87,en,health,mixed,131,0,0,0,0,57
POST0002018,Twitter,42,en,finance,negative,39,5,0,0,0,720
POST0002019,Twitter,43,en,sports,positive,73,1,0,0,0,116
POST0002020,LinkedIn,111,en,politics,positive,0,4,0,0,0,2918
POST0002021,Facebook,114,en,sports,neutral,70,0,0,0,0,3525
POST0002022,LinkedIn,500,en-hi,politics,positive,1001,1,0,0,0,63
POST0002023,Twitter,50,en,finance,positive,7,31,0,0,0,1645
POST0002024,Instagram,46,en,technology,positive,770,1,0,0,0,2294
POST0002025,Twitter,109,en-ta,sports,positive,7,45,0,0,0,1303
POST0002026,Instagram,60,en,finance,positive,25,0,0,0,0,252
POST0002027,Facebook,122,en,finance,negative,1,7,0,0,0,12
POST0002028,Instagram,61,en,finance,neutral,48,2,0,0,0,4150
POST0002029,Twitter,71,en,politics,neutral,27,0,0,0,0,116
POST0002030,Twitter,126,en,technology,negative,12,16,0,0,0,256
POST0002031,Twitter,57,en-hi,sports,positive,3,0,0,0,0,1026
POST0002032,Twitter,67,en,politics,mixed,31,4,0,0,0,53
POST0002033,Facebook,137,en,technology,positive,5,0,0,0,1,43
POST0002034,Facebook,93,en,technology,neutral,183,0,0,0,0,72
POST0002035,Facebook,53,unknown,politics,mixed,33,11,0,0,0,63
POST0002036,Instagram,61,en,sports,neutral,7,300,0,0,0,45
POST0002037,Instagram,207,en,politics,neutral,148,0,0,0,0,396
POST0002038,Instagram,115,en,technology,negative,8,33,0,0,0,615
POST0002039,Twitter,67,en,sports,mixed,140,39,0,0,0,100
POST0002040,Instagram,179,en,finance,negative,25,9,1,0,0,453
POST0002041,Instagram,127,en,finance,neutral,0,12,0,1,0,1
POST0002042,Twitter,266,en,health,positive,65,0,0,0,0,724
POST0002043,LinkedIn,182,en,health,negative,18,0,0,0,0,461
POST0002044,Twitter,228,en,finance,positive,60,1,0,0,0,3577
POST0002045,Facebook,68,en,politics,neutral,30,4,0,0,0,852
POST0002046,Instagram,44,en,health,negative,31,1,0,0,0,1193
POST0002047,Facebook,166,en-hi,health,positive,21,0,0,0,0,99
POST0002048,Twitter,168,en,sports,positive,6408,0,0,0,0,12
POST0002049,Instagram,82,unknown,politics,mixed,57,1,0,1,0,391
POST0002050,Facebook,39,en,politics,neutral,0,15,0,1,0,18
POST0002051,Facebook,115,en,politics,neutral,0,0,0,0,0,452
POST0002052,Facebook,122,en-ta,sports,negative,47,8,0,0,0,1061
POST0002053,Facebook,30,en,health,positive,6,7,0,0,0,325
POST0002054,Instagram,121,en,sports,negative,171,0,0,0,0,56
POST0002055,Facebook,225,en-hi,finance,negative,38,4,0,0,0,12871
POST0002056,Twitter,31,unknown,technology,neutral,42,29,0,0,0,225
POST0002057,Twitter,137,en,finance,mixed,3,1,1,1,0,2991
POST0002058,Instagram,256,en,finance,mixed,63,0,0,0,0,8874
POST0002059,Instagram,269,en,health,neutral,28,0,0,0,1,5328
POST0002060,Instagram,20,en,health,negative,3,0,0,0,0,1560
POST0002061,Facebook,214,en,technology,neutral,3,13,0,0,0,13221
POST0002062,Instagram,70,en,health,neutral,551,2,0,0,1,827
POST0002063,Twitter,63,en,politics,positive,62,0,0,0,0,3025
POST0002064,LinkedIn,500,en,finance,neutral,9,33,0,0,0,616
POST0002065,Instagram,107,en,technology,mixed,6,1,0,0,0,73
POST0002066,LinkedIn,66,en,technology,neutral,20,7,0,0,0,582
POST0002067,Instagram,170,en,health,negative,35,9,0,0,0,23
POST0002068,Twitter,346,unknown,technology,positive,1,0,0,0,0,496
POST0002069,Facebook,103,en,technology,negative,15,0,0,0,0,191
POST0002070,Instagram,58,en,politics,negative,0,0,0,0,0,2368
POST0002071,Twitter,96,en,finance,positive,19,1,0,0,0,6069
POST0002072,Instagram,215,en,technology,positive,370,6,0,0,0,46
POST0002073,LinkedIn,70,en-hi,technology,negative,1,112,0,0,1,893
POST0002074,Twitter,215,en-ta,technology,mixed,15,16,0,1,0,921
POST0002075,Twitter,80,en-ta,sports,neutral,13,0,0,0,0,5723
POST0002076,Instagram,20,en-hi,politics,positive,2,2,0,0,0,2437
POST0002077,Facebook,303,en,finance,positive,8,0,0,0,0,3797
POST0002078,Instagram,117,en,sports,negative,1,18,0,0,0,882
POST0002079,Facebook,209,en-hi,technology,neutral,2,1,0,0,0,35
POST0002080,Twitter,114,en,health,negative,27,2,0,0,0,95
POST0002081,Twitter,92,unknown,technology,neutral,43,1,0,0,0,955
POST0002082,Facebook,162,en,politics,positive,10,3,0,1,0,32
POST0002083,LinkedIn,79,en,technology,negative,294,0,0,0,0,146
POST0002084,LinkedIn,384,unknown,health,positive,86,3,0,0,0,196
POST0002085,Instagram,87,en,sports,neutral,1028,0,0,0,0,328
POST0002086,Instagram,385,unknown,politics,negative,15,4,0,0,0,877
POST0002087,LinkedIn,146,en,sports,negative,2,4,0,0,0,761
POST0002088,LinkedIn,13,en,health,neutral,13,7,0,0,1,1372
POST0002089,Instagram,40,en,finance,neutral,1131,2,0,0,0,63
POST0002090,Instagram,177,en,sports,negative,2,21,0,0,0,184
POST0002091,Instagram,43,en,sports,positive,109,103,1,0,0,1016
POST0002092,Twitter,30,en,technology,negative,2,0,0,0,0,41
POST0002093,Facebook,251,en,politics,mixed,9,0,0,0,0,1811
POST0002094,Twitter,25,en,politics,negative,7,1,0,0,0,502
POST0002095,Twitter,167,unknown,finance,positive,3,1,0,0,0,29
POST0002096,Facebook,67,en,finance,neutral,95,7,0,0,0,2177
POST0002097,LinkedIn,157,en-hi,sports,positive,357,7,0,1,0,645
POST0002098,Facebook,111,en,finance,mixed,122,4,0,0,0,15051
POST0002099,Instagram,17,en-ta,politics,neutral,21,0,0,0,0,3971
POST0002100,Facebook,69,en,politics,negative,1,4,1,1,0,15
POST0002101,Instagram,74,en-hi,sports,neutral,26,110,0,1,1,235
POST0002102,Facebook,124,en,sports,positive,70,7,0,0,0,549
POST0002103,Facebook,116,en,health,neutral,16,2,0,0,0,699
POST0002104,Twitter,73,en,politics,negative,286,9,0,0,0,62
POST0002105,Twitter,36,en,finance,positive,13,0,0,0,0,478
POST0002106,Facebook,132,en-hi,health,positive,6,6,0,0,0,231
POST0002107,Instagram,180,en,technology,neutral,144,2,0,0,0,73
POST0002108,Instagram,117,en,finance,neutral,113,0,0,0,0,149
POST0002109,Facebook,75,en,technology,neutral,401,4,0,0,0,156
POST0002110,Instagram,66,en,health,positive,57,2,0,0,1,16065
POST0002111,Facebook,43,en,politics,mixed,4,13,0,0,0,4197
POST0002112,Instagram,109,en,politics,negative,0,3,0,0,0,721
POST0002113,Facebook,104,en,technology,mixed,0,4,0,0,1,13
POST0002114,Instagram,175,en-ta,politics,negative,6,3,0,0,0,6751
POST0002115,Instagram,54,en,sports,positive,285,3,0,0,0,7
POST0002116,Twitter,99,en,health,positive,232,26,0,0,0,30
POST0002117,Facebook,31,en,finance,negative,8,11,0,0,0,19
POST0002118,Twitter,68,en-hi,health,positive,102,0,0,0,0,61
POST0002119,Twitter,57,en,technology,neutral,1,2,0,1,0,11643
POST0002120,Twitter,209,en,technology,positive,240,0,0,0,0,1922
POST0002121,Instagram,352,en,politics,negative,11,53,0,0,0,675
POST0002122,Instagram,35,en,technology,negative,73,0,0,0,0,410
POST0002123,Twitter,186,en,finance,negative,58,0,0,0,0,61
POST0002124,Facebook,155,en,health,positive,50,104,0,0,0,2082
POST0002125,Twitter,58,en,finance,positive,1,0,0,0,0,7443
POST0002126,Twitter,49,en,health,neutral,6,0,0,0,0,2438
POST0002127,Instagram,48,en,politics,negative,165,10,1,0,0,1397
POST0002128,Instagram,66,en,technology,negative,55,2,0,0,0,3038
POST0002129,Twitter,67,en,health,negative,2,0,0,0,0,461
POST0002130,Instagram,79,unknown,sports,mixed,42,5,0,0,0,7
POST0002131,Instagram,59,en,sports,positive,2,9,0,0,0,3945
POST0002132,Instagram,171,en,sports,neutral,1,15,0,0,0,49
POST0002133,Facebook,135,en-hi,sports,positive,5,4,0,0,0,427
POST0002134,Instagram,78,en,finance,neutral,16,16,0,0,0,15230
POST0002135,LinkedIn,58,en,technology,mixed,1,14,0,0,0,384
POST0002136,Facebook,57,en,health,neutral,119,1,0,0,0,10665
POST0002137,Twitter,127,en,sports,positive,4,82,0,0,0,547
POST0002138,Twitter,94,en,sports,positive,18,9,0,0,0,75
POST0002139,Instagram,105,en,health,negative,49,44,0,0,0,345
POST0002140,Instagram,178,en,politics,negative,806,2,0,0,1,138
POST0002141,Twitter,86,en,finance,neutral,65,14,0,0,1,3565
POST0002142,Instagram,269,en,finance,negative,10,4,0,0,0,281
POST0002143,Instagram,18,en-ta,technology,negative,2,18,0,0,0,1696
POST0002144,Instagram,31,en,sports,mixed,1,1,0,0,0,880
POST0002145,LinkedIn,383,en,technology,positive,2,0,0,0,0,10
POST0002146,Instagram,65,en,technology,positive,14,31,0,0,0,91
POST0002147,Facebook,114,en,technology,negative,223,4,0,0,0,443
POST0002148,Instagram,245,en,technology,negative,15,19,0,0,0,198
POST0002149,LinkedIn,118,en,health,positive,6,0,0,0,1,554
POST0002150,Twitter,186,en,health,neutral,25,0,0,0,0,1240
POST0002151,Facebook,147,en,health,positive,542,0,0,0,0,3514
POST0002152,Instagram,197,en,technology,positive,4,36,0,0,0,782
POST0002153,Facebook,133,en-hi,sports,negative,50,33,0,0,0,512
POST0002154,Instagram,161,en-hi,finance,positive,9,3,0,0,0,1337
POST0002155,Twitter,56,en,sports,positive,30,7,0,0,0,117
POST0002156,Instagram,136,en,technology,neutral,72,3,0,0,0,644
POST0002157,Facebook,87,en,politics,neutral,313,0,1,0,0,935
POST0002158,LinkedIn,83,unknown,health,positive,17,3,0,0,1,493
POST0002159,Twitter,23,en,sports,negative,194,0,0,0,0,389
POST0002160,Instagram,64,en,health,negative,45,1,0,0,0,1586
POST0002161,Instagram,80,en-ta,sports,negative,1,1,0,0,0,56
POST0002162,Instagram,312,en,politics,positive,13,73,0,0,0,75
POST0002163,LinkedIn,71,en,sports,negative,2098,3,0,0,0,266
POST0002164,Instagram,112,en,health,neutral,15,1,0,0,0,3458
POST0002165,Twitter,270,en,politics,negative,10,9,0,0,0,23
POST0002166,Instagram,33,en,health,mixed,10,0,0,0,0,3064
POST0002167,Twitter,66,en,finance,positive,7,552,0,0,0,6847
POST0002168,Twitter,181,unknown,technology,negative,1,6,0,0,1,620
POST0002169,Instagram,500,en-hi,finance,mixed,0,0,0,0,1,49
POST0002170,Instagram,18,en-hi,technology,positive,4,0,1,0,1,14
POST0002171,Facebook,81,en-hi,technology,negative,9,99,0,0,0,27428
POST0002172,Facebook,148,en,finance,mixed,60,3,0,0,0,35
POST0002173,Twitter,176,en,politics,positive,9,1,0,1,0,146
POST0002174,Twitter,500,en,technology,positive,25,6,0,0,0,10
POST0002175,LinkedIn,53,en,sports,positive,1,0,0,0,0,6
POST0002176,Instagram,74,en-ta,finance,negative,0,0,0,1,0,1573
POST0002177,Twitter,24,en,sports,neutral,40,0,0,0,0,125
POST0002178,Facebook,99,en-hi,politics,positive,73,1,0,0,0,2215
POST0002179,Twitter,135,en,politics,positive,143,67,0,1,0,202
POST0002180,Instagram,479,en,finance,negative,223,8,0,1,0,4613
POST0002181,Facebook,351,en-ta,sports,positive,280,7,0,0,0,210
POST0002182,Twitter,302,en-hi,health,neutral,79,0,0,0,1,2745
POST0002183,Instagram,51,en,technology,positive,6,12,0,0,0,55
POST0002184,Instagram,126,en,health,mixed,35,0,0,1,0,83
POST0002185,LinkedIn,122,en,health,neutral,10,1,0,0,0,59
POST0002186,Facebook,130,en,finance,positive,12,12,0,0,0,115
POST0002187,Twitter,87,en-ta,health,positive,43,2,0,0,1,14
POST0002188,Twitter,222,en,health,mixed,252,16,0,0,0,52
POST0002189,Twitter,67,en,technology,neutral,91,1,0,0,0,56
POST0002190,Twitter,117,unknown,politics,negative,19,41,0,0,0,19386
POST0002191,Twitter,287,en,technology,negative,24,6,1,0,1,305
POST0002192,Twitter,500,en,technology,positive,41,0,0,1,1,180
POST0002193,Twitter,46,en-hi,finance,neutral,211,0,0,1,1,1786
POST0002194,Instagram,139,en,politics,positive,822,1,0,1,0,161
POST0002195,Twitter,129,en,sports,negative,26,18,0,0,0,735
POST0002196,LinkedIn,238,en,sports,positive,13,107,0,0,1,1506
POST0002197,Facebook,332,en,health,negative,27,0,0,0,0,1350
POST0002198,Twitter,68,en,finance,positive,158,1,0,1,0,376
POST0002199,Twitter,84,en,politics,negative,56,31,0,0,0,497
POST0002200,LinkedIn,95,en,finance,negative,7,2,0,0,0,821
POST0002201,Twitter,132,en,politics,positive,20,1,0,0,0,1160
POST0002202,Twitter,174,en,politics,positive,20,8,0,0,0,797
POST0002203,Twitter,66,en,technology,positive,5,0,0,1,0,551
POST0002204,Facebook,397,en,politics,negative,5,9,0,0,0,61
POST0002205,Instagram,20,unknown,politics,positive,1,5,0,0,1,1235
POST0002206,Twitter,34,en,sports,negative,14,4,0,0,0,35
POST0002207,Instagram,146,en,health,mixed,192,23,0,0,0,424
POST0002208,Twitter,78,en,sports,neutral,154,2,0,0,0,539
POST0002209,Twitter,57,en,technology,positive,19,2,0,0,1,21
POST0002210,Twitter,193,en,technology,positive,711,3,0,0,0,93
POST0002211,Twitter,172,unknown,finance,mixed,18,0,0,0,0,5243
POST0002212,Facebook,244,en,technology,negative,10,22,0,0,0,78
POST0002213,Facebook,39,en,health,positive,0,8,0,0,0,1287
POST0002214,Facebook,172,en,politics,positive,29,8,0,0,0,37
POST0002215,Facebook,171,en,sports,positive,3,5,0,1,0,24
POST0002216,Twitter,40,en,finance,neutral,366,41,0,0,0,1802
POST0002217,Instagram,92,en,technology,positive,1,4,0,0,0,3749
POST0002218,Instagram,195,en,technology,positive,263,1,1,0,0,414
POST0002219,Instagram,263,en-ta,health,positive,30,0,0,0,0,880
POST0002220,LinkedIn,80,en,sports,mixed,2,0,0,0,0,5862
POST0002221,LinkedIn,37,en,finance,negative,0,1,0,0,0,267
POST0002222,Twitter,306,en,sports,neutral,42,3,0,0,0,467
POST0002223,Instagram,92,en,sports,neutral,3,0,0,0,0,255
POST0002224,Twitter,19,en,finance,mixed,0,1,0,0,0,90
POST0002225,Instagram,74,en,technology,negative,1052,0,0,0,1,19
POST0002226,Instagram,222,en,health,positive,114,17,0,0,0,70
POST0002227,LinkedIn,33,en,health,positive,2,1,0,0,0,4070
POST0002228,Instagram,98,en,health,neutral,0,28,0,0,0,10446
POST0002229,Facebook,69,en,finance,positive,213,1,0,0,0,46
POST0002230,Twitter,87,en,sports,neutral,1,5,0,0,0,1770
POST0002231,Facebook,63,en,health,neutral,24,6,0,0,0,249
POST0002232,Twitter,134,en-hi,health,negative,48,3,0,0,1,8486
POST0002233,Twitter,75,en,sports,positive,7,0,0,0,0,376
POST0002234,Instagram,152,en,technology,positive,2,1,0,0,0,106
POST0002235,LinkedIn,67,en-hi,technology,mixed,0,0,0,0,0,604
POST0002236,LinkedIn,220,en,health,negative,50,72,0,0,0,20
POST0002237,Instagram,90,en,sports,neutral,2347,0,0,0,0,540
POST0002238,Twitter,34,en,technology,positive,2,14,0,0,0,220
POST0002239,Facebook,45,en-ta,politics,negative,2,3,0,0,0,220
POST0002240,Twitter,35,en,politics,neutral,94,0,0,0,0,114
POST0002241,Instagram,37,en,finance,negative,0,4,0,0,0,82
POST0002242,Twitter,31,en,finance,positive,4,0,0,0,0,724
POST0002243,LinkedIn,37,en,health,negative,30,6,0,0,0,471
POST0002244,Facebook,89,en,sports,mixed,3,2,0,0,1,262
POST0002245,Twitter,162,en,finance,negative,56,4,1,0,0,845
POST0002246,Facebook,30,en,sports,negative,45,1,0,0,0,334
